A,A_wells,A_area,B,B_wells,B_area,inter_km2,pct_of_smaller,pct_of_larger,jaccard
Ipc Canada Ltd.,1777,256449.7,West Lake Energy Corp.,1130,344640.8,213503.7,83.25,61.95,55.09
Suncor Energy Inc.,2060,255998.9,Blue Sky Resources Ltd.,983,376771.1,213422.1,83.37,56.65,50.89
Spoke Resources Ltd.,547,216872.9,ConocoPhillips Canada Resources Corp.,924,472212.7,212739.5,98.09,45.05,44.66
Ipc Canada Ltd.,1777,256449.7,Long Run Exploration Ltd.,1077,351216.8,212650.9,82.92,60.55,53.83
Surge Energy Inc.,1509,268684.9,AlphaBow Energy Ltd.,1490,281555.9,212261.7,79.0,75.39,62.8
Whitecap Resources Inc.,613,295046.7,NuVista Energy Ltd.,507,255357.2,212217.0,83.11,71.93,62.75
TAQA North Ltd.,898,443236.8,Spoke Resources Ltd.,547,216872.9,211752.8,97.64,47.77,47.23
Baytex Energy Ltd.,999,327003.4,Questfire Energy Corp.,673,223552.9,211536.0,94.62,64.69,62.4
Spoke Resources Ltd.,547,216872.9,Paramount Resources Ltd.,1961,420095.3,211498.9,97.52,50.35,49.71
Suncor Energy Inc.,2060,255998.9,West Lake Energy Corp.,1130,344640.8,211056.8,82.44,61.24,54.18
NuVista Energy Ltd.,507,255357.2,West Lake Energy Corp.,1130,344640.8,210838.7,82.57,61.18,54.18
ConocoPhillips Canada Resources Corp.,924,472212.7,Questfire Energy Corp.,673,223552.9,210825.3,94.31,44.65,43.47
AlphaBow Energy Ltd.,1490,281555.9,Saturn Oil & Gas Inc.,554,282073.0,210784.8,74.86,74.73,59.74
CNOOC Petroleum North America ULC,627,277977.6,Saturn Oil & Gas Inc.,554,282073.0,209831.9,75.49,74.39,59.91
Lexin Resources Ltd.,852,334562.2,Tamarack Valley Energy Ltd.,634,286414.6,209772.3,73.24,62.7,51.01
Cardinal Energy Ltd.,844,283267.6,Questfire Energy Corp.,673,223552.9,209529.2,93.73,73.97,70.48
Blue Sky Resources Ltd.,983,376771.1,Questfire Energy Corp.,673,223552.9,209490.4,93.71,55.6,53.6
SanLing Energy Ltd.,1105,388237.4,Questfire Energy Corp.,673,223552.9,209180.9,93.57,53.88,51.96
Baytex Energy Ltd.,999,327003.4,Sequoia Resources Corp.,816,236179.8,209176.6,88.57,63.97,59.09
Paramount Resources Ltd.,1961,420095.3,Questfire Energy Corp.,673,223552.9,208882.0,93.44,49.72,48.04
Tamarack Valley Energy Ltd.,634,286414.6,Saturn Oil & Gas Inc.,554,282073.0,208152.5,73.79,72.68,57.77
Spoke Resources Ltd.,547,216872.9,SanLing Energy Ltd.,1105,388237.4,208079.7,95.95,53.6,52.41
Strathcona Resources Ltd.,739,328898.8,CNOOC Petroleum North America ULC,627,277977.6,207827.0,74.76,63.19,52.08
Prairie Provident Resources Canada Ltd.,977,403193.9,Sinopec Canada Energy Ltd.,429,242470.3,207406.1,85.54,51.44,47.33
Baytex Energy Ltd.,999,327003.4,Sinopec Canada Energy Ltd.,429,242470.3,207118.7,85.42,63.34,57.16
Long Run Exploration Ltd.,1077,351216.8,Questfire Energy Corp.,673,223552.9,207060.5,92.62,58.96,56.31
Vermilion Energy Inc.,321,323169.2,AlphaBow Energy Ltd.,1490,281555.9,206901.2,73.48,64.02,52.01
Strathcona Resources Ltd.,739,328898.8,AlphaBow Energy Ltd.,1490,281555.9,206566.8,73.37,62.81,51.14
NuVista Energy Ltd.,507,255357.2,Sinopec Canada Energy Ltd.,429,242470.3,205619.8,84.8,80.52,70.37
Surge Energy Inc.,1509,268684.9,Lexin Resources Ltd.,852,334562.2,205453.2,76.47,61.41,51.65
Surge Energy Inc.,1509,268684.9,Questfire Energy Corp.,673,223552.9,205216.7,91.8,76.38,71.5
Spoke Resources Ltd.,547,216872.9,Obsidian Energy Ltd.,1729,323028.8,204852.8,94.46,63.42,61.14
Obsidian Energy Ltd.,1729,323028.8,Tamarack Valley Energy Ltd.,634,286414.6,204221.7,71.3,63.22,50.4
Spoke Resources Ltd.,547,216872.9,Long Run Exploration Ltd.,1077,351216.8,204159.1,94.14,58.13,56.1
Ipc Canada Ltd.,1777,256449.7,Canlin Energy Corporation,1376,356522.5,203884.1,79.5,57.19,49.84
Lexin Resources Ltd.,852,334562.2,Cardinal Energy Ltd.,844,283267.6,203625.2,71.88,60.86,49.16
Surge Energy Inc.,1509,268684.9,NuVista Energy Ltd.,507,255357.2,203009.3,79.5,75.56,63.24
West Lake Energy Corp.,1130,344640.8,Questfire Energy Corp.,673,223552.9,202684.0,90.66,58.81,55.45
NuVista Energy Ltd.,507,255357.2,Canadian Oil & Gas International Inc.,454,344600.4,202477.8,79.29,58.76,50.94
Strathcona Resources Ltd.,739,328898.8,Spoke Resources Ltd.,547,216872.9,202069.4,93.17,61.44,58.79
Canadian Natural Resources Limited,20769,554574.5,Houston Oil & Gas Ltd.,757,201799.0,201799.0,100.0,36.39,36.39
West Lake Energy Corp.,1130,344640.8,Sinopec Canada Energy Ltd.,429,242470.3,201747.1,83.2,58.54,52.35
Ipc Canada Ltd.,1777,256449.7,Cardinal Energy Ltd.,844,283267.6,201686.0,78.65,71.2,59.66
TAQA North Ltd.,898,443236.8,Houston Oil & Gas Ltd.,757,201799.0,201463.3,99.83,45.45,45.42
NuVista Energy Ltd.,507,255357.2,Saturn Oil & Gas Inc.,554,282073.0,201334.6,78.84,71.38,59.9
Houston Oil & Gas Ltd.,757,201799.0,Tamarack Valley Energy Ltd.,634,286414.6,200604.4,99.41,70.04,69.75
Whitecap Resources Inc.,613,295046.7,Sinopec Canada Energy Ltd.,429,242470.3,200598.8,82.73,67.99,59.54
NuVista Energy Ltd.,507,255357.2,Veren Inc.,664,274382.3,200388.7,78.47,73.03,60.84
Canlin Energy Corporation,1376,356522.5,Houston Oil & Gas Ltd.,757,201799.0,200379.2,99.3,56.2,55.98
Cenovus Energy Inc.,5874,530534.1,Houston Oil & Gas Ltd.,757,201799.0,200106.3,99.16,37.72,37.6
Canlin Energy Corporation,1376,356522.5,Questfire Energy Corp.,673,223552.9,200089.2,89.5,56.12,52.66
Harvest Operations Corp.,2067,394311.8,Houston Oil & Gas Ltd.,757,201799.0,199938.5,99.08,50.71,50.47
NuVista Energy Ltd.,507,255357.2,Tamarack Valley Energy Ltd.,634,286414.6,199704.2,78.21,69.73,58.38
Houston Oil & Gas Ltd.,757,201799.0,SanLing Energy Ltd.,1105,388237.4,199585.9,98.9,51.41,51.12
Suncor Energy Inc.,2060,255998.9,Canadian Oil & Gas International Inc.,454,344600.4,199404.7,77.89,57.87,49.7
Imperial Oil Resources Limited,1699,479238.5,Houston Oil & Gas Ltd.,757,201799.0,199352.5,98.79,41.6,41.39
Spoke Resources Ltd.,547,216872.9,Tourmaline Oil Corp.,1331,374838.5,198818.5,91.68,53.04,50.6
CNOOC Petroleum North America ULC,627,277977.6,Questfire Energy Corp.,673,223552.9,198278.6,88.69,71.33,65.38
Surge Energy Inc.,1509,268684.9,CNOOC Petroleum North America ULC,627,277977.6,197948.6,73.67,71.21,56.77
Obsidian Energy Ltd.,1729,323028.8,Sequoia Resources Corp.,816,236179.8,197902.4,83.79,61.26,54.77
Ipc Canada Ltd.,1777,256449.7,AlphaBow Energy Ltd.,1490,281555.9,197630.7,77.06,70.19,58.06
NuVista Energy Ltd.,507,255357.2,Cardinal Energy Ltd.,844,283267.6,197556.5,77.36,69.74,57.92
Veren Inc.,664,274382.3,Cardinal Energy Ltd.,844,283267.6,197409.4,71.95,69.69,54.8
Strathcona Resources Ltd.,739,328898.8,Ipc Canada Ltd.,1777,256449.7,197087.4,76.85,59.92,50.76
Whitecap Resources Inc.,613,295046.7,Sequoia Resources Corp.,816,236179.8,197024.7,83.42,66.78,58.95
Suncor Energy Inc.,2060,255998.9,Prairie Provident Resources Canada Ltd.,977,403193.9,196921.4,76.92,48.84,42.6
Questfire Energy Corp.,673,223552.9,Saturn Oil & Gas Inc.,554,282073.0,196565.7,87.93,69.69,63.6
Spoke Resources Ltd.,547,216872.9,Veren Inc.,664,274382.3,196419.8,90.57,71.59,66.62
Houston Oil & Gas Ltd.,757,201799.0,Long Run Exploration Ltd.,1077,351216.8,195988.9,97.12,55.8,54.89
Canadian Natural Resources Limited,20769,554574.5,Ovintiv Canada ULC,276,195983.6,195982.9,100.0,35.34,35.34
Spoke Resources Ltd.,547,216872.9,Harvest Operations Corp.,2067,394311.8,195764.2,90.27,49.65,47.12
Spoke Resources Ltd.,547,216872.9,Canlin Energy Corporation,1376,356522.5,195220.6,90.02,54.76,51.62
Prairie Provident Resources Canada Ltd.,977,403193.9,Houston Oil & Gas Ltd.,757,201799.0,195113.2,96.69,48.39,47.6
TAQA North Ltd.,898,443236.8,Ovintiv Canada ULC,276,195983.6,194524.3,99.26,43.89,43.74
TAQA North Ltd.,898,443236.8,Suncor Energy Inc.,2060,255998.9,194297.6,75.9,43.84,38.48
Veren Inc.,664,274382.3,Sequoia Resources Corp.,816,236179.8,193878.6,82.09,70.66,61.22
Surge Energy Inc.,1509,268684.9,Veren Inc.,664,274382.3,193840.9,72.14,70.65,55.51
Paramount Resources Ltd.,1961,420095.3,Houston Oil & Gas Ltd.,757,201799.0,193633.9,95.95,46.09,45.21
Lexin Resources Ltd.,852,334562.2,Spoke Resources Ltd.,547,216872.9,193470.6,89.21,57.83,54.05
Cenovus Energy Inc.,5874,530534.1,Ovintiv Canada ULC,276,195983.6,193414.4,98.69,36.46,36.28
Surge Energy Inc.,1509,268684.9,Ipc Canada Ltd.,1777,256449.7,193043.1,75.28,71.85,58.13
Spoke Resources Ltd.,547,216872.9,Vermilion Energy Inc.,321,323169.2,192763.2,88.88,59.65,55.51
Cenovus Energy Inc.,5874,530534.1,Gran Tierra Canada Ltd.,426,192549.8,192549.8,100.0,36.29,36.29
Canadian Natural Resources Limited,20769,554574.5,Gran Tierra Canada Ltd.,426,192549.8,192549.8,100.0,34.72,34.72
Spoke Resources Ltd.,547,216872.9,Blue Sky Resources Ltd.,983,376771.1,192532.4,88.78,51.1,48.0
Houston Oil & Gas Ltd.,757,201799.0,Tourmaline Oil Corp.,1331,374838.5,192358.6,95.32,51.32,50.06
Houston Oil & Gas Ltd.,757,201799.0,ConocoPhillips Canada Resources Corp.,924,472212.7,192303.3,95.29,40.72,39.92
Harvest Operations Corp.,2067,394311.8,Ovintiv Canada ULC,276,195983.6,192174.6,98.06,48.74,48.27
Imperial Oil Resources Limited,1699,479238.5,Ovintiv Canada ULC,276,195983.6,192094.2,98.02,40.08,39.76
Lexin Resources Ltd.,852,334562.2,Sequoia Resources Corp.,816,236179.8,191724.1,81.18,57.31,50.58
Vermilion Energy Inc.,321,323169.2,CNOOC Petroleum North America ULC,627,277977.6,191473.4,68.88,59.25,46.74
Gran Tierra Canada Ltd.,426,192549.8,ConocoPhillips Canada Resources Corp.,924,472212.7,190989.1,99.19,40.45,40.31
Sinopec Canada Energy Ltd.,429,242470.3,Canadian Oil & Gas International Inc.,454,344600.4,190982.9,78.77,55.42,48.22
Spoke Resources Ltd.,547,216872.9,Sinopec Canada Energy Ltd.,429,242470.3,190948.4,88.05,78.75,71.14
SanLing Energy Ltd.,1105,388237.4,Sequoia Resources Corp.,816,236179.8,190897.1,80.83,49.17,44.03
Sinopec Canada Energy Ltd.,429,242470.3,Saturn Oil & Gas Inc.,554,282073.0,190765.7,78.68,67.63,57.15
Gran Tierra Canada Ltd.,426,192549.8,Imperial Oil Resources Limited,1699,479238.5,190682.5,99.03,39.79,39.63
Tamarack Valley Energy Ltd.,634,286414.6,Ovintiv Canada ULC,276,195983.6,190509.6,97.21,66.52,65.27
Gran Tierra Canada Ltd.,426,192549.8,Tourmaline Oil Corp.,1331,374838.5,190306.2,98.83,50.77,50.47
Canlin Energy Corporation,1376,356522.5,Ovintiv Canada ULC,276,195983.6,189961.0,96.93,53.28,52.4
Obsidian Energy Ltd.,1729,323028.8,Ipc Canada Ltd.,1777,256449.7,189860.4,74.03,58.78,48.73
Whitecap Resources Inc.,613,295046.7,Questfire Energy Corp.,673,223552.9,189811.4,84.91,64.33,57.73
TAQA North Ltd.,898,443236.8,Gran Tierra Canada Ltd.,426,192549.8,189426.6,98.38,42.74,42.44
Gran Tierra Canada Ltd.,426,192549.8,Long Run Exploration Ltd.,1077,351216.8,189096.2,98.21,53.84,53.32
Whitecap Resources Inc.,613,295046.7,Houston Oil & Gas Ltd.,757,201799.0,188974.5,93.64,64.05,61.38
Sequoia Resources Corp.,816,236179.8,Saturn Oil & Gas Inc.,554,282073.0,188948.4,80.0,66.99,57.38
Vermilion Energy Inc.,321,323169.2,Houston Oil & Gas Ltd.,757,201799.0,188720.0,93.52,58.4,56.13
Paramount Resources Ltd.,1961,420095.3,Ovintiv Canada ULC,276,195983.6,188550.5,96.21,44.88,44.1
Sequoia Resources Corp.,816,236179.8,Manitok Energy Inc.,482,332570.5,188211.3,79.69,56.59,49.46
Gran Tierra Canada Ltd.,426,192549.8,Paramount Resources Ltd.,1961,420095.3,187844.6,97.56,44.71,44.22
Surge Energy Inc.,1509,268684.9,Sinopec Canada Energy Ltd.,429,242470.3,187649.0,77.39,69.84,58.0
Lexin Resources Ltd.,852,334562.2,AlphaBow Energy Ltd.,1490,281555.9,187474.7,66.59,56.04,43.74
Houston Oil & Gas Ltd.,757,201799.0,Canadian Oil & Gas International Inc.,454,344600.4,187106.8,92.72,54.3,52.08
Long Run Exploration Ltd.,1077,351216.8,Ovintiv Canada ULC,276,195983.6,186916.9,95.37,53.22,51.88
ConocoPhillips Canada Resources Corp.,924,472212.7,Ovintiv Canada ULC,276,195983.6,186720.6,95.27,39.54,38.78
Suncor Energy Inc.,2060,255998.9,Strathcona Resources Ltd.,739,328898.8,186237.4,72.75,56.62,46.72
Gran Tierra Canada Ltd.,426,192549.8,Canlin Energy Corporation,1376,356522.5,185705.5,96.45,52.09,51.11
SanLing Energy Ltd.,1105,388237.4,Ovintiv Canada ULC,276,195983.6,185595.9,94.7,47.8,46.56
Suncor Energy Inc.,2060,255998.9,Tourmaline Oil Corp.,1331,374838.5,185592.8,72.5,49.51,41.68
Sinopec Canada Energy Ltd.,429,242470.3,Cardinal Energy Ltd.,844,283267.6,185501.3,76.5,65.49,54.52
Suncor Energy Inc.,2060,255998.9,Harvest Operations Corp.,2067,394311.8,185458.6,72.45,47.03,39.9
Houston Oil & Gas Ltd.,757,201799.0,Cardinal Energy Ltd.,844,283267.6,185182.5,91.77,65.37,61.75
Spoke Resources Ltd.,547,216872.9,Manitok Energy Inc.,482,332570.5,185093.9,85.35,55.66,50.8
Baytex Energy Ltd.,999,327003.4,Houston Oil & Gas Ltd.,757,201799.0,184976.7,91.66,56.57,53.8
Whitecap Resources Inc.,613,295046.7,Ovintiv Canada ULC,276,195983.6,184287.3,94.03,62.46,60.08
Tourmaline Oil Corp.,1331,374838.5,Ovintiv Canada ULC,276,195983.6,183972.6,93.87,49.08,47.56
Obsidian Energy Ltd.,1729,323028.8,AlphaBow Energy Ltd.,1490,281555.9,183823.5,65.29,56.91,43.69
Vermilion Energy Inc.,321,323169.2,Ipc Canada Ltd.,1777,256449.7,183400.8,71.52,56.75,46.29
Blue Sky Resources Ltd.,983,376771.1,Houston Oil & Gas Ltd.,757,201799.0,183362.4,90.86,48.67,46.4
Houston Oil & Gas Ltd.,757,201799.0,Manitok Energy Inc.,482,332570.5,183119.4,90.74,55.06,52.13
Whitecap Resources Inc.,613,295046.7,Ipc Canada Ltd.,1777,256449.7,182975.4,71.35,62.02,49.65
Gran Tierra Canada Ltd.,426,192549.8,Harvest Operations Corp.,2067,394311.8,182886.4,94.98,46.38,45.27
Cardinal Energy Ltd.,844,283267.6,Sequoia Resources Corp.,816,236179.8,182672.3,77.34,64.49,54.24
Houston Oil & Gas Ltd.,757,201799.0,AlphaBow Energy Ltd.,1490,281555.9,182506.8,90.44,64.82,60.66
Obsidian Energy Ltd.,1729,323028.8,CNOOC Petroleum North America ULC,627,277977.6,182504.6,65.65,56.5,43.61
Veren Inc.,664,274382.3,Tamarack Valley Energy Ltd.,634,286414.6,182404.1,66.48,63.69,48.2
Gran Tierra Canada Ltd.,426,192549.8,Vermilion Energy Inc.,321,323169.2,181877.4,94.46,56.28,54.48
Gran Tierra Canada Ltd.,426,192549.8,SanLing Energy Ltd.,1105,388237.4,181810.9,94.42,46.83,45.57
Prairie Provident Resources Canada Ltd.,977,403193.9,Ovintiv Canada ULC,276,195983.6,181782.6,92.75,45.09,43.55
Ipc Canada Ltd.,1777,256449.7,CNOOC Petroleum North America ULC,627,277977.6,181730.3,70.86,65.38,51.53
AlphaBow Energy Ltd.,1490,281555.9,Ovintiv Canada ULC,276,195983.6,181706.5,92.72,64.54,61.42
CNOOC Petroleum North America ULC,627,277977.6,Sequoia Resources Corp.,816,236179.8,181596.1,76.89,65.33,54.61
Lexin Resources Ltd.,852,334562.2,CNOOC Petroleum North America ULC,627,277977.6,180626.7,64.98,53.99,41.82
Ipc Canada Ltd.,1777,256449.7,Tamarack Valley Energy Ltd.,634,286414.6,180267.4,70.29,62.94,49.72
Long Run Exploration Ltd.,1077,351216.8,Sequoia Resources Corp.,816,236179.8,178120.1,75.42,50.72,43.52
Ipc Canada Ltd.,1777,256449.7,Questfire Energy Corp.,673,223552.9,177802.0,79.53,69.33,58.84
Gran Tierra Canada Ltd.,426,192549.8,Blue Sky Resources Ltd.,983,376771.1,177681.0,92.28,47.16,45.37
Vermilion Energy Inc.,321,323169.2,Questfire Energy Corp.,673,223552.9,177575.7,79.43,54.95,48.1
Gran Tierra Canada Ltd.,426,192549.8,Whitecap Resources Inc.,613,295046.7,177431.3,92.15,60.14,57.21
Vermilion Energy Inc.,321,323169.2,Ovintiv Canada ULC,276,195983.6,177012.8,90.32,54.77,51.74
Suncor Energy Inc.,2060,255998.9,Obsidian Energy Ltd.,1729,323028.8,176762.6,69.05,54.72,43.94
Vermilion Energy Inc.,321,323169.2,Sequoia Resources Corp.,816,236179.8,176444.9,74.71,54.6,46.08
AlphaBow Energy Ltd.,1490,281555.9,Sequoia Resources Corp.,816,236179.8,175514.7,74.31,62.34,51.29
Canlin Energy Corporation,1376,356522.5,Sequoia Resources Corp.,816,236179.8,175331.3,74.24,49.18,42.01
Baytex Energy Ltd.,999,327003.4,Gran Tierra Canada Ltd.,426,192549.8,174839.2,90.8,53.47,50.72
Gran Tierra Canada Ltd.,426,192549.8,Prairie Provident Resources Canada Ltd.,977,403193.9,174823.0,90.79,43.36,41.53
Ipc Canada Ltd.,1777,256449.7,Veren Inc.,664,274382.3,174695.9,68.12,63.67,49.05
Suncor Energy Inc.,2060,255998.9,Ipc Canada Ltd.,1777,256449.7,174052.8,67.99,67.87,51.43
Strathcona Resources Ltd.,739,328898.8,Questfire Energy Corp.,673,223552.9,174018.5,77.84,52.91,45.98
Gran Tierra Canada Ltd.,426,192549.8,Manitok Energy Inc.,482,332570.5,173635.5,90.18,52.21,49.4
Sinopec Canada Energy Ltd.,429,242470.3,Tamarack Valley Energy Ltd.,634,286414.6,173413.5,71.52,60.55,48.78
CNOOC Petroleum North America ULC,627,277977.6,Veren Inc.,664,274382.3,173263.7,63.15,62.33,45.7
Cardinal Energy Ltd.,844,283267.6,Ovintiv Canada ULC,276,195983.6,173259.2,88.4,61.16,56.62
Lexin Resources Ltd.,852,334562.2,Ipc Canada Ltd.,1777,256449.7,172667.6,67.33,51.61,41.27
Surge Energy Inc.,1509,268684.9,Houston Oil & Gas Ltd.,757,201799.0,172512.0,85.49,64.21,57.9
Gran Tierra Canada Ltd.,426,192549.8,NuVista Energy Ltd.,507,255357.2,172353.7,89.51,67.5,62.55
Obsidian Energy Ltd.,1729,323028.8,Questfire Energy Corp.,673,223552.9,172316.1,77.08,53.34,46.04
Baytex Energy Ltd.,999,327003.4,Ovintiv Canada ULC,276,195983.6,172214.5,87.87,52.66,49.1
Canadian Oil & Gas International Inc.,454,344600.4,Ovintiv Canada ULC,276,195983.6,171605.1,87.56,49.8,46.51
Houston Oil & Gas Ltd.,757,201799.0,Ovintiv Canada ULC,276,195983.6,171445.2,87.48,84.96,75.75
Baytex Energy Ltd.,999,327003.4,Suncor Energy Inc.,2060,255998.9,171261.4,66.9,52.37,41.59
NuVista Energy Ltd.,507,255357.2,AlphaBow Energy Ltd.,1490,281555.9,171044.5,66.98,60.75,46.75
Lexin Resources Ltd.,852,334562.2,Houston Oil & Gas Ltd.,757,201799.0,171006.2,84.74,51.11,46.81
Spoke Resources Ltd.,547,216872.9,Prairie Provident Resources Canada Ltd.,977,403193.9,170389.8,78.57,42.26,37.89
Veren Inc.,664,274382.3,AlphaBow Energy Ltd.,1490,281555.9,170381.4,62.1,60.51,44.19
Gran Tierra Canada Ltd.,426,192549.8,Lexin Resources Ltd.,852,334562.2,170253.8,88.42,50.89,47.71
NuVista Energy Ltd.,507,255357.2,CNOOC Petroleum North America ULC,627,277977.6,170058.3,66.6,61.18,46.81
Baytex Energy Ltd.,999,327003.4,Spoke Resources Ltd.,547,216872.9,169654.2,78.23,51.88,45.34
CNOOC Petroleum North America ULC,627,277977.6,Ovintiv Canada ULC,276,195983.6,169081.3,86.27,60.83,55.46
Blue Sky Resources Ltd.,983,376771.1,Ovintiv Canada ULC,276,195983.6,168828.9,86.14,44.81,41.8
Spoke Resources Ltd.,547,216872.9,NuVista Energy Ltd.,507,255357.2,168336.2,77.62,65.92,55.39
Suncor Energy Inc.,2060,255998.9,Lexin Resources Ltd.,852,334562.2,167904.3,65.59,50.19,39.73
CNOOC Petroleum North America ULC,627,277977.6,Houston Oil & Gas Ltd.,757,201799.0,167616.2,83.06,60.3,53.7
Suncor Energy Inc.,2060,255998.9,SanLing Energy Ltd.,1105,388237.4,167421.7,65.4,43.12,35.11
Sinopec Canada Energy Ltd.,429,242470.3,Sequoia Resources Corp.,816,236179.8,166927.2,70.68,68.84,53.55
Suncor Energy Inc.,2060,255998.9,Sequoia Resources Corp.,816,236179.8,166469.6,70.48,65.03,51.11
Ovintiv Canada ULC,276,195983.6,Manitok Energy Inc.,482,332570.5,166410.1,84.91,50.04,45.95
Canadian Natural Resources Limited,20769,554574.5,Pine Cliff Energy Ltd.,1526,167838.9,166275.3,99.07,29.98,29.9
West Lake Energy Corp.,1130,344640.8,Houston Oil & Gas Ltd.,757,201799.0,166072.5,82.3,48.19,43.66
Suncor Energy Inc.,2060,255998.9,Saturn Oil & Gas Inc.,554,282073.0,165834.8,64.78,58.79,44.55
Surge Energy Inc.,1509,268684.9,Sequoia Resources Corp.,816,236179.8,165440.7,70.05,61.57,48.74
Spoke Resources Ltd.,547,216872.9,West Lake Energy Corp.,1130,344640.8,165403.1,76.27,47.99,41.76
Cenovus Energy Inc.,5874,530534.1,Pine Cliff Energy Ltd.,1526,167838.9,165389.7,98.54,31.17,31.03
Prairie Provident Resources Canada Ltd.,977,403193.9,Pine Cliff Energy Ltd.,1526,167838.9,164396.4,97.95,40.77,40.43
Gran Tierra Canada Ltd.,426,192549.8,Strathcona Resources Ltd.,739,328898.8,163246.7,84.78,49.63,45.57
NuVista Energy Ltd.,507,255357.2,Houston Oil & Gas Ltd.,757,201799.0,163119.8,80.83,63.88,55.48
Suncor Energy Inc.,2060,255998.9,Manitok Energy Inc.,482,332570.5,162601.8,63.52,48.89,38.17
Cenovus Energy Inc.,5874,530534.1,Ember Resources Inc.,1051,162498.1,162498.1,100.0,30.63,30.63
Canadian Natural Resources Limited,20769,554574.5,Ember Resources Inc.,1051,162498.1,162498.1,100.0,29.3,29.3
TAQA North Ltd.,898,443236.8,Ember Resources Inc.,1051,162498.1,162498.1,100.0,36.66,36.66
Blue Sky Resources Ltd.,983,376771.1,Ember Resources Inc.,1051,162498.1,162498.1,100.0,43.13,43.13
Ember Resources Inc.,1051,162498.1,Canlin Energy Corporation,1376,356522.5,162498.1,100.0,45.58,45.58
Ember Resources Inc.,1051,162498.1,Imperial Oil Resources Limited,1699,479238.5,162498.1,100.0,33.91,33.91
Ember Resources Inc.,1051,162498.1,Long Run Exploration Ltd.,1077,351216.8,162498.1,100.0,46.27,46.27
Ember Resources Inc.,1051,162498.1,ConocoPhillips Canada Resources Corp.,924,472212.7,162498.1,100.0,34.41,34.41
Ember Resources Inc.,1051,162498.1,Tourmaline Oil Corp.,1331,374838.5,162498.1,100.0,43.35,43.35
Ember Resources Inc.,1051,162498.1,Paramount Resources Ltd.,1961,420095.3,162496.7,100.0,38.68,38.68
Gran Tierra Canada Ltd.,426,192549.8,Tamarack Valley Energy Ltd.,634,286414.6,162463.8,84.37,56.72,51.33
Ember Resources Inc.,1051,162498.1,SanLing Energy Ltd.,1105,388237.4,162447.5,99.97,41.84,41.84
Whitecap Resources Inc.,613,295046.7,Spoke Resources Ltd.,547,216872.9,162411.9,74.89,55.05,46.47
Baytex Energy Ltd.,999,327003.4,Ember Resources Inc.,1051,162498.1,162266.2,99.86,49.62,49.59
Vermilion Energy Inc.,321,323169.2,Ember Resources Inc.,1051,162498.1,162207.2,99.82,50.19,50.15
Gran Tierra Canada Ltd.,426,192549.8,Canadian Oil & Gas International Inc.,454,344600.4,162090.6,84.18,47.04,43.22
Ember Resources Inc.,1051,162498.1,Harvest Operations Corp.,2067,394311.8,161787.3,99.56,41.03,40.96
Suncor Energy Inc.,2060,255998.9,Veren Inc.,664,274382.3,161149.1,62.95,58.73,43.64
Tamarack Valley Energy Ltd.,634,286414.6,Sequoia Resources Corp.,816,236179.8,160994.2,68.17,56.21,44.52
Ember Resources Inc.,1051,162498.1,Manitok Energy Inc.,482,332570.5,160670.8,98.88,48.31,48.05
Houston Oil & Gas Ltd.,757,201799.0,Questfire Energy Corp.,673,223552.9,159858.8,79.22,71.51,60.21
Ember Resources Inc.,1051,162498.1,Prairie Provident Resources Canada Ltd.,977,403193.9,159687.8,98.27,39.61,39.33
NuVista Energy Ltd.,507,255357.2,Ember Resources Inc.,1051,162498.1,159142.6,97.94,62.32,61.51
Gran Tierra Canada Ltd.,426,192549.8,West Lake Energy Corp.,1130,344640.8,158965.1,82.56,46.12,42.03
Ember Resources Inc.,1051,162498.1,West Lake Energy Corp.,1130,344640.8,158939.2,97.81,46.12,45.65
Whitecap Resources Inc.,613,295046.7,Ember Resources Inc.,1051,162498.1,158486.2,97.53,53.72,53.0
Lexin Resources Ltd.,852,334562.2,Questfire Energy Corp.,673,223552.9,158397.4,70.85,47.34,39.63
Gran Tierra Canada Ltd.,426,192549.8,Cardinal Energy Ltd.,844,283267.6,157828.9,81.97,55.72,49.63
Gran Tierra Canada Ltd.,426,192549.8,Sinopec Canada Energy Ltd.,429,242470.3,157583.6,81.84,64.99,56.8
Lexin Resources Ltd.,852,334562.2,Ember Resources Inc.,1051,162498.1,157470.8,96.91,47.07,46.37
Harvest Operations Corp.,2067,394311.8,Pine Cliff Energy Ltd.,1526,167838.9,157041.2,93.57,39.83,38.77
NuVista Energy Ltd.,507,255357.2,Ovintiv Canada ULC,276,195983.6,157031.0,80.12,61.49,53.36
AlphaBow Energy Ltd.,1490,281555.9,Pine Cliff Energy Ltd.,1526,167838.9,156971.4,93.53,55.75,53.68
Ipc Canada Ltd.,1777,256449.7,Sequoia Resources Corp.,816,236179.8,156791.8,66.39,61.14,46.69
Canadian Natural Resources Limited,20769,554574.5,Journey Energy Inc.,408,156544.0,156544.0,100.0,28.23,28.23
Ember Resources Inc.,1051,162498.1,Canadian Oil & Gas International Inc.,454,344600.4,156541.3,96.33,45.43,44.65
Cenovus Energy Inc.,5874,530534.1,Journey Energy Inc.,408,156544.0,156417.0,99.92,29.48,29.48
TAQA North Ltd.,898,443236.8,Pine Cliff Energy Ltd.,1526,167838.9,156248.8,93.09,35.25,34.35
Surge Energy Inc.,1509,268684.9,Ember Resources Inc.,1051,162498.1,156191.7,96.12,58.13,56.8
